,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Video Release Date,Channel,Views,Likes,Comments,Licensed,official_video,Stream
492,Conjunto Primavera,https://open.spotify.com/artist/3nFB4eMP5gdqee2eQb8nZb,El Amor De Tu Vida,El Amor De Tu Vida,single,spotify:track:5HpXH64cSBNu26yhw3vK37,0.542,0.489,8,-7.89,0.0573,0.378,0,0.123,0.674,125.336,163224,https://www.youtube.com/watch?v=SGQPEavFew0,Carin León con Tony Melendez - EL AMOR DE TU VIDA (Video Oficial),15/8/15,TAMARINDOREKORDSZ,89542944,322774,4796,TRUE,TRUE,148554388
493,Javed Ali,https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",single,spotify:track:7sVEoPc5ZUUQerRkgTypUZ,0.787,0.603,9,-4.781,0.034,0.435,0,0.101,0.743,106.984,224072,https://www.youtube.com/watch?v=sGhUL_jLLFQ,Srivalli | From Pushpa: The Rise - Part 01 | Javed Ali | Violin Cover by Karolina Protsenko,7/4/15,Karolina Protsenko Violin,8715752,401840,12141,TRUE,TRUE,79523556
494,Javed Ali,https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7,"Guzarish (From ""Ghajini"")",Teri Jhalak Asharfi Javed Ali Hits,compilation,spotify:track:0kWWPtEWjmQVEu4V0esXJ8,0.568,0.74,9,-7.682,0.0626,0.0976,0,0.116,0.613,169.972,327030,https://www.youtube.com/watch?v=ztPa6vkM-yY,"Full Video: Guzarish | Ghajini | Aamir Khan, Asin | A.R. Rahman | Javed Ali, Sonu Nigam",20/3/21,T-Series,66331999,697888,21507,TRUE,TRUE,32156661
495,Javed Ali,https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7,Tum Tak - Lofi Flip,Tum Tak (Lofi Flip),single,spotify:track:4DvAqLQNC0kW3XT2EE69cY,0.696,0.451,2,-9.711,0.0317,0.174,4.84E-05,0.722,0.396,116.997,128400,https://www.youtube.com/watch?v=DfTXRfOBY-k,Tum Tak - Javed Ali (Gravero Lofi Remake) | Raanjhanaa | Bollywood Lofi,21/6/20,Gravero,1574755,29912,757,FALSE,TRUE,4287215
496,Javed Ali,https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7,Siragugal,Sarvam,single,spotify:track:0SSLKt27B0a71OqsPy0uoY,0.642,0.911,10,-3.322,0.156,0.216,0.000148,0.102,0.61,170.015,325930,https://www.youtube.com/watch?v=SsPIB292Td0,Siragugal Video Song | சிறகுகள் வந்தது | Sarvam | Arya | Trisha | Yuvan Shankar Raja Hits,2/6/21,Ayngaran,35896634,214310,6031,TRUE,TRUE,15165022
497,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Sun Maahi,Sun Maahi,single,spotify:track:0tE3kaT3c9tjSiOqZJnM1X,0.323,0.608,7,-9.166,0.162,0.378,0.000254,0.114,0.186,177.179,169404,https://www.youtube.com/watch?v=OYKFJxUxiYk,"Armaan Malik - Sun Maahi (Official Music Video) | Amaal Mallik, Kunaal Vermaa | Always Music Global",15/11/21,Armaan Malik,20375506,139835,41756,FALSE,TRUE,7651549
498,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Soch Na Sake,Airlift,single,spotify:track:6mTvwBzWTGDOVeCNQEqtOE,0.505,0.667,9,-5.797,0.0323,0.597,0,0.213,0.516,151.728,281323,https://www.youtube.com/watch?v=MRtRcTfszjY,"Soch Na Sake FULL VIDEO SONG | AIRLIFT | Akshay Kumar, Nimrat Kaur | Arijit Singh, Tulsi Kumar",14/9/22,T-Series,199012213,1273785,26145,TRUE,TRUE,66110903
499,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Main Rahoon Ya Na Rahoon,Main Rahoon Ya Na Rahoon,single,spotify:track:6f3ANRNQ8nCiPZ6VqXqq93,0.55,0.488,6,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,309458,https://www.youtube.com/watch?v=Dp6lbdoprZ0,"Main Rahoon Ya Na Rahoon Full Video | Emraan Hashmi, Esha Gupta | Amaal Mallik, Armaan Malik",17/3/16,T-Series,343732263,2504443,72222,TRUE,TRUE,49852433
500,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Kaun Tujhe (Armaan Malik Version),Kaun Tujhe (Armaan Malik Version),single,spotify:track:5fjIpQa7O7ttgx64TN9lZR,0.492,0.411,2,-9.616,0.03,0.749,1.04E-06,0.191,0.187,107.939,160485,https://www.youtube.com/watch?v=U6-17svR6qw,KAUN TUJHE Lyrical Video | Armaan Malik | M.S. DHONI -THE UNTOLD STORY | T-Series,9/4/22,T-Series,12335053,182644,4894,TRUE,TRUE,24680747
501,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,"Heer Raanjhana (From ""Bachchhan Paandey"")","Heer Raanjhana (From ""Bachchhan Paandey"")",single,spotify:track:4lmtILzOIIvOzMBPMUzvKx,0.432,0.614,0,-6.782,0.055,0.511,0,0.191,0.505,169.633,240117,https://www.youtube.com/watch?v=QkPxhZO-0hc,"Heer Raanjhana (Full Video) Bachchhan Paandey | Akshay, Jacqueline Arijit, Shreya, Amaal M, Farhad S",15/4/22,T-Series,5489557,86192,818,TRUE,TRUE,24139250
502,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,"Chale Aana (From ""De De Pyaar De"")","Chale Aana (From ""De De Pyaar De"")",single,spotify:track:6vuMdb0E8buJeSHArN3dXk,0.368,0.587,6,-6.676,0.0378,0.309,0,0.149,0.391,143.687,271023,,,15/12/21,,,,,,,62435918
503,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Buddhu Sa Mann,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),single,spotify:track:1dxbiVeiV7nQ2V9qXnhJiB,0.644,0.87,10,-4.816,0.0394,0.193,0,0.549,0.702,125.998,206858,https://www.youtube.com/watch?v=i0AUEswUayo,"Buddhu Sa Mann Full Video - Kapoor & Sons|Sidharth,Alia,Fawad,Rishi Kapoor |Armaan, Amaal",29/12/18,SonyMusicIndiaVEVO,11615650,103668,1092,TRUE,TRUE,31595533
504,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,Bol Do Na Zara,Azhar,single,spotify:track:6eO9LvEiMqh1CAsa6y3wXP,0.545,0.473,11,-8.259,0.0312,0.284,0,0.0871,0.195,130,292827,https://www.youtube.com/watch?v=EpEraRui1pc,"BOL DO NA ZARA Full Video Song | AZHAR | Emraan Hashmi, Nargis Fakhri | Armaan Malik, Amaal Mallik",16/12/20,T-Series,216066987,1179006,31172,TRUE,TRUE,42535252
505,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",52 Non Stop Dilbar Dilbar Remix,compilation,spotify:track:1FSYDJAlyHAabWhiGgYfDq,0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,https://www.youtube.com/watch?v=RodJL429lFI,"52 Non Stop Dilbar Dilbar Remix By Kedrock, SD Style Super Hit Songs Collection 2018 | T-Series",4/3/22,Pop Chartbusters,8053025,62411,1257,TRUE,TRUE,23128326
506,Amaal Mallik,https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6,O Khuda,Hero,compilation,spotify:track:5bdX7jiXtSbHX35pgxJo8p,0.358,0.479,4,-5.879,0.0286,0.511,9.72E-06,0.435,0.333,121.467,307451,https://www.youtube.com/watch?v=JG-53KJY4aY,"O Khuda FULL VIDEO Song - Amaal Mallik | Hero | Sooraj Pancholi, Athiya Shetty | T-Series",31/7/21,T-Series,72265101,705779,15324,TRUE,TRUE,23376678
507,Chinmayi,https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,"96 (Theme) - From ""96""","96 (Theme) [From ""96""]",single,spotify:track:0WTNNRu2BvmMA0nqXns1M6,0.358,0.246,4,-12.309,0.0402,0.873,0.00336,0.101,0.0393,96.893,75008,,,28/1/20,,,,,,,9038568
508,Chinmayi,https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,Main Rang Sharbaton Ka (Lofi Mix),Main Rang Sharbaton Ka (Lofi Mix),single,spotify:track:11na2yXOmMbkUL8f5j6vxZ,0.547,0.43,6,-10.917,0.0311,0.679,0.396,0.112,0.501,79.923,147000,https://www.youtube.com/watch?v=ITLO3fhGJcI,"Main Rang Sharbaton Ka - Lofi Mix | Phata Poster Nikhla Hero | Shahid | Ileana | Atif Aslam,Chinmayi",2/9/22,Tips Official,318553,4129,81,TRUE,TRUE,4196371
509,Chinmayi,https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,Naan Un,24 (Tamil) (Original Motion Picture Soundtrack),single,spotify:track:41R1Bncj65x9B6zL1z5BCp,0.47,0.521,6,-11.142,0.0391,0.579,3.46E-06,0.112,0.328,142.266,288360,https://www.youtube.com/watch?v=jRDCWQP7rjI,Naan Un Full Video Song | 24 Tamil Movie,22/8/22,Eros Now South,29837604,210397,8287,TRUE,TRUE,16049606
510,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,Hallucination,Hallucination,single,spotify:track:7y3c1oJMY1CwwtOZ84Qovu,0.687,0.788,6,-5.142,0.0352,0.0121,0,0.358,0.669,123.02,174795,,,24/6/22,,,,,,,61788746
511,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,Desire - Gryffin Remix,Desire (Gryffin Remix),single,spotify:track:6JzCO4ZzxAXhY86vTcqM1Q,0.543,0.876,10,-5.069,0.0512,0.0606,0,0.157,0.415,122.058,268840,https://www.youtube.com/watch?v=EGYaxYaxD_M,Alesso - Years ft. Matthew Koma,4/3/22,Refune Music,41285525,229100,9158,FALSE,FALSE,249595621
512,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,Breathe,Take Shelter,single,spotify:track:267nfLfaSSDa9ivHncHynh,0.746,0.486,10,-7.004,0.0344,0.222,1.41E-06,0.123,0.417,92.057,233228,,,4/11/21,,,,,,,93139948
513,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,Hallucination - Navos Remix,Hallucination (Navos Remix),single,spotify:track:5VrfQqPD5hymxVQzd5pkkw,0.651,0.812,6,-8.021,0.0506,0.0749,6.28E-06,0.1,0.56,124.969,150040,https://www.youtube.com/watch?v=EGYaxYaxD_M,Alesso - Years ft. Matthew Koma,26/4/21,Refune Music,41285525,229100,9158,FALSE,FALSE,7098916
514,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,100% Pure Love,100% Pure Love,single,spotify:track:46id9snGVXnL2aUR5nISKC,0.705,0.924,7,-3.202,0.0321,0.00349,2.57E-05,0.332,0.337,119.991,180825,,,23/11/20,,,,,,,2580173
515,Lenny Kravitz,https://open.spotify.com/artist/5gznATMVO85ZcLTkE9ULU7,Again,Again,single,spotify:track:5c1QJAiC3773EwiZLwHf5x,0.55,0.804,2,-5.218,0.0271,0.0148,4.33E-05,0.105,0.789,79.166,231667,https://www.youtube.com/watch?v=eW2qlKa6oHw,Lenny Kravitz - Again,25/1/21,LennyKravitzVEVO,262379733,953046,22527,TRUE,TRUE,157282603
516,Queens of the Stone Age,https://open.spotify.com/artist/4pejUc4iciQfgdX6OKulQn,No One Knows,Runtastic - Power Workout (Vol. 1),compilation,spotify:track:6qS04no9s93xryizOrZ4ru,0.518,0.547,0,-5.312,0.0493,0.0106,0.000111,0.071,0.71,170.944,253813,https://www.youtube.com/watch?v=s88r_q7oufE,Queens Of The Stone Age - No One Knows (Official Music Video),14/1/18,QueensStoneAgeVEVO,155635227,796478,28018,TRUE,TRUE,60252375
517,Blur,https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS,Girls & Boys,Blur: The Best Of,compilation,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,0.693,0.875,7,-8.354,0.0315,0.00986,0,0.0601,0.899,120.048,259387,https://www.youtube.com/watch?v=WDswiT87oo8,Blur - Girls And Boys (Official Music Video),30/8/21,Blur,46455300,382166,12984,TRUE,TRUE,150649070
518,Gustavo Santaolalla,https://open.spotify.com/artist/4W3fa7tiXGVXl3KilbACqt,Te Amo y Más,The Book of Life (Original Motion Picture Soundtrack),compilation,spotify:track:5I0aHj2JSQpoxSQnh3XcjO,0.338,0.283,0,-9.323,0.0494,0.889,6.91E-06,0.12,0.189,206.557,156333,https://www.youtube.com/watch?v=RqQXTzrfg5E,"Diego Luna, Gustavo Santaolalla-Te Amo y Más (Letra)",4/9/22,Darklife,1327,30,0,FALSE,FALSE,16295672
519,Gustavo Santaolalla,https://open.spotify.com/artist/4W3fa7tiXGVXl3KilbACqt,I Love You Too Much,The Book of Life (Original Motion Picture Soundtrack),compilation,spotify:track:3Za4yViy4wKFEF0gkqCH3j,0.403,0.255,0,-9.601,0.0428,0.854,9.50E-06,0.198,0.21,206.198,155320,https://www.youtube.com/watch?v=QdctyhdJ1YA,The Book of Life- I Love You Too Much Clip (HD),21/8/22,MrHDmovieclips,11198089,113561,4038,FALSE,FALSE,17485678
520,Gustavo Santaolalla,https://open.spotify.com/artist/4W3fa7tiXGVXl3KilbACqt,The Apology Song,The Book of Life (Original Motion Picture Soundtrack),compilation,spotify:track:7nnbb77c4fLnosiTk5QpxQ,0.549,0.183,2,-11.398,0.0447,0.911,0,0.109,0.337,93.965,172227,https://www.youtube.com/watch?v=EBcSz7-0WcI,Gustavo Santaolalla + Pannon Philharmonic Orchestra - The Apology Song (symphonic),25/11/21,Gustavo Santaolalla,20496,1128,43,FALSE,TRUE,12376878
521,Tracy Chapman,https://open.spotify.com/artist/7oPgCQqMMXEXrNau5vxYZP,Stand by Me - Live at the Late Show with David Letterman,Greatest Hits,compilation,spotify:track:2gs8HVC6KXOQe76XggzZH5,0.816,0.144,7,-10.148,0.0398,0.797,7.81E-06,0.485,0.523,99.678,169013,https://www.youtube.com/watch?v=8XL6C3vY0jM,Tracy Chapman - Stand by Me (Live on Letterman 2015),30/1/22,Tracy Chapman Online,16971605,134753,0,FALSE,FALSE,44060055
522,Blondie,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB,Call Me,Call Me,single,spotify:track:7HKxTNVlkHsfMLhigmhC0I,0.554,0.833,2,-6.667,0.0347,0.000646,0.0025,0.0737,0.773,142.673,212227,https://www.youtube.com/watch?v=StKVS0eI85I,Blondie - Call me,16/8/20,BlondieVEVO,64834881,515429,11357,TRUE,TRUE,330434580
523,Blondie,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB,Heart Of Glass - Special Mix,Best Of Blondie,compilation,spotify:track:0a4agFmqHXxcZl1nho1BxM,0.694,0.577,4,-14.63,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,https://www.youtube.com/watch?v=WGU_4-5RaxU,Blondie - Heart Of Glass,12/9/22,BlondieVEVO,379063426,2284161,65615,TRUE,TRUE,206056400
524,Blondie,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB,Maria,Greatest Hits,compilation,spotify:track:7bOYOD0d7ByMTXvJnQVl8d,0.548,0.8,9,-6.926,0.0597,0.038,0.00255,0.0678,0.805,159.654,249427,https://www.youtube.com/watch?v=VoOG7LEyUJ0,Maria - Blondie,6/9/22,Paola1311,70126379,263063,9124,FALSE,FALSE,90857487
525,Blondie,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB,The Tide Is High - Edit,Tide Is High,single,spotify:track:165NAtd2DRPKNQ6EVY0VG9,0.778,0.667,11,-7.273,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893,https://www.youtube.com/watch?v=fAb8Q9X2xAc,Blondie - The Tide Is High,4/9/22,BlondieVEVO,622329,10100,430,TRUE,TRUE,
526,Blondie,https://open.spotify.com/artist/4tpUmLEVLCGFr93o8hFFIB,Rapture,Greatest Hits: Blondie,compilation,spotify:track:6F2vo4sxRNQ58VYe3pdiaL,0.724,0.704,11,-8.258,0.0511,0.113,0.00425,0.466,0.96,107.486,299373,https://www.youtube.com/watch?v=pHCdS7O248g,Blondie - Rapture (Official Music Video),14/9/22,BlondieVEVO,32357004,247575,21528,TRUE,TRUE,29382866
527,John Denver,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver's Greatest Hits,compilation,spotify:track:3D8dwH690MXQRhtIZTSS9c,0.406,0.188,7,-13.039,0.0324,0.852,0,0.105,0.629,120.757,245533,https://www.youtube.com/watch?v=k9sf7C7D3nk,"Leaving, On a Jet Plane (""Greatest Hits"" Version)",11/9/22,John Denver - Topic,11143963,64029,655,TRUE,TRUE,90964160
528,E-40,https://open.spotify.com/artist/3crnzLy8R4lVwaigKEOz7V,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",Big Subwoofer,single,spotify:track:5GPm7PsMQwceQvfYlGXcCt,0.92,0.549,11,-5.912,0.257,0.0262,3.10E-06,0.196,0.709,90.004,241587,https://www.youtube.com/watch?v=tqiXwx0NG0Q,MOUNT WESTMORE – Big Subwoofer (Official Music Video),15/9/22,SnoopDoggTV,29491746,485395,18232,FALSE,FALSE,17541227
529,E-40,https://open.spotify.com/artist/3crnzLy8R4lVwaigKEOz7V,I Stand On That,I Stand On That,single,spotify:track:3yQQgABgbIcyhy7pJjHfWF,0.748,0.645,2,-7.644,0.292,0.302,0,0.108,0.141,76.474,284172,https://www.youtube.com/watch?v=hJCZet2PMKw,"E-40 ""I STAND ON THAT"" FT. JOYNER LUCAS & T.I. (MUSIC VIDEO)",15/9/22,E40TV,24663182,389445,16196,FALSE,FALSE,20911107
530,Julio Iglesias,https://open.spotify.com/artist/4etuCZVdP8yiNPn4xf0ie5,Puedes Llegar,Voces Unidas,compilation,spotify:track:0GeVviWG62dYbWgsJ99WDe,0.384,0.616,3,-9.401,0.0381,0.48,1.25E-05,0.0539,0.408,77.835,253360,https://www.youtube.com/watch?v=1ZuBL6iMosw,"Puedes llegar - Gloria Estefan, Roberto Carlos, Jose Luis Rodriguez, Alejandro Fernandez, Jon Secada, Ricky Martin, Julio Iglesias, Carlos Vives, Patricia Sosa, Placido Domingo",13/9/22,Tere Mas Colom,437914,836,104,FALSE,FALSE,
531,Willie Colón,https://open.spotify.com/artist/7x5Slu7yTE5icZjNsc3OzW,Talento De Televisión,Mis Favoritas,compilation,spotify:track:3fRIuTih8bzc0vtY9fHhvF,0.779,0.796,2,-6.675,0.0434,0.701,3.99E-05,0.0636,0.938,104.947,279320,https://www.youtube.com/watch?v=0oDHBxF2Fxo,Willie Colon - Talento de Television (Video Salsa BP@Net),13/9/22,Toño Bernuy,307021,2704,104,FALSE,FALSE,167652498
532,Willie Colón,https://open.spotify.com/artist/7x5Slu7yTE5icZjNsc3OzW,Idilio,Mis Favoritas,compilation,spotify:track:6VQ2fI8goSX8mpSvytXkXR,0.527,0.715,5,-8.309,0.0398,0.552,0.00622,0.085,0.904,93.979,308693,https://www.youtube.com/watch?v=CIcDWHxR-ao,Idilio-Willie Colon,13/9/22,esokerot,13317144,84572,2413,FALSE,FALSE,108588019
533,Willie Colón,https://open.spotify.com/artist/7x5Slu7yTE5icZjNsc3OzW,El Gran Varón,Greatest Hits,compilation,spotify:track:22nCrqu1Bd7abghLtJrf6w,0.645,0.665,7,-5.519,0.0384,0.581,0,0.0391,0.369,94.115,414707,https://www.youtube.com/watch?v=y8SeNGy4_i0,"(willy colon el gran varon,(original).mpeg",9/9/22,fernel17,365531,3892,226,FALSE,FALSE,114764427
534,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Gotas De Lluvia,20th Anniversary,compilation,spotify:track:6sna5KCgNbt1ciZtVJCjzx,0.635,0.856,4,-3.946,0.0375,0.701,0.00019,0.0565,0.688,97.276,354973,https://www.youtube.com/watch?v=BlCiQbxMxlc,Grupo Niche -  Gotas de LLuvia   (Video Original),14/9/22,Grupo Niche,13046655,98137,1274,FALSE,TRUE,115831899
535,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Sin Sentimientos,The Best,compilation,spotify:track:4ubwzNjqHGaZZ5k06PDx1H,0.607,0.622,2,-9.433,0.0354,0.414,0,0.176,0.66,82.777,293893,https://www.youtube.com/watch?v=Eaf_wOFcIBQ,Grupo Niche - Sin Sentimientos (Video Oficial) HQ HD,13/9/22,KanonVidz,17678206,52891,255,FALSE,FALSE,107716585
536,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Una Aventura,The Best,compilation,spotify:track:26ucR33snMkRD6JExhoD6I,0.699,0.83,0,-10.935,0.0365,0.275,0.00241,0.121,0.731,92.855,316093,https://www.youtube.com/watch?v=UwnmzIgNzyU,Grupo Niche -  Una Aventura  (Video Original),14/9/22,Grupo Niche,53151572,192884,4088,FALSE,TRUE,112105441
537,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Nuestro Sueño,The Best,compilation,spotify:track:0g9d2hcBECm8eOuxG9w5kH,0.685,0.801,7,-10.094,0.0329,0.675,0.00132,0.0906,0.738,90.23,359227,https://www.youtube.com/watch?v=M7iAxvcaIJM,Nuestro sueño Grupo Niche Vídeo oficial,17/9/22,Buena SalsaYMas,10207974,66303,2036,FALSE,FALSE,65736535
538,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Busca Por Dentro,The Best,compilation,spotify:track:2uJyG7lhmZ8bFrbVVlc6AH,0.69,0.666,5,-10.211,0.0348,0.213,0.000373,0.309,0.842,86.039,354133,https://www.youtube.com/watch?v=mgf15WNtYqg,Busca por Dentro - Grupo Niche - Video Oficial Hd,15/9/22,Dj Anfran Morán Toro,1217260,15069,543,FALSE,FALSE,64424320
539,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,La Magia De Tus Besos,Siempre Una Aventura,compilation,spotify:track:3nBQUOFwVZumOzzSV3h2sw,0.707,0.888,7,-2.907,0.0351,0.422,0.000351,0.0838,0.751,160.179,284200,https://www.youtube.com/watch?v=db9O7lthBT0,Grupo Niche -  La Magia de Tus Besos  (En Vivo),11/9/22,Grupo Niche,31210680,148177,2617,TRUE,TRUE,37794207
540,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Se Pareció Tanto a Ti,The Best,compilation,spotify:track:36CmpO4k6RCa410JCgn3Er,0.559,0.778,0,-10.517,0.0392,0.512,0.000941,0.112,0.545,175.772,328133,https://www.youtube.com/watch?v=_BnwvqPUpik,Se Pareció Tanto a Ti,15/9/22,Grupo Niche - Topic,147164586,342913,1862,TRUE,TRUE,19991375
541,Grupo Niche,https://open.spotify.com/artist/1zng9JZpblpk48IPceRWs8,Eres,Salsa Romántica de Siempre,compilation,spotify:track:2lqLTJzIxifX7690QwvCxF,0.733,0.797,0,-8.444,0.0404,0.48,0.000599,0.0602,0.897,166.981,268527,https://www.youtube.com/watch?v=wuqCbl65hHo,Eres - Grupo Niche (Video Oficial HD) ♪♫♪,15/9/22,BTS_MUSIC,70985,838,24,FALSE,FALSE,28453514
542,Kenny Rogers,https://open.spotify.com/artist/4tw2Lmn9tTPUv7Gy7mVPI4,Lady,Daytime Friends: The Very Best Of Kenny Rogers,compilation,spotify:track:5Pj5zrq2nbKcAekH1AxbrO,0.362,0.183,3,-16,0.0347,0.861,0.000234,0.0932,0.2,136.646,231867,https://www.youtube.com/watch?v=ZYRfUoR9Q4Y,Lady - Kenny Rogers,14/9/22,Robin Francis,85093775,459124,23489,FALSE,FALSE,67029464
543,Kenny Rogers,https://open.spotify.com/artist/4tw2Lmn9tTPUv7Gy7mVPI4,Ruby Don't Take Your Love To Town,Ten Years Of Gold,compilation,spotify:track:3MoCJ7TOCMlFdyeBEHt24q,0.672,0.5,0,-18.39,0.0445,0.011,0.012,0.287,0.962,105.357,173933,https://www.youtube.com/watch?v=tDOznxiEcdM,"Kenny Rogers - Ruby, Don't Take Your Love to Town",10/9/22,TheSolo4you,3926823,25151,1435,FALSE,FALSE,30994143
544,Miguel Bosé,https://open.spotify.com/artist/7mWCSSOYqm4E9mB7V4ot6S,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,14/9/22,Catheleya R,764832,5730,472,FALSE,FALSE,169769959
545,Miguel Bosé,https://open.spotify.com/artist/7mWCSSOYqm4E9mB7V4ot6S,Ay Haiti!,Ay Haiti!,single,spotify:track:3FifroUyur8j5mTM78WuXQ,0.673,0.753,7,-5.002,0.119,0.272,0,0.071,0.424,120.057,311347,https://www.youtube.com/watch?v=oDUQh1tALAE,Ay Haiti (Videoclip),15/9/22,ayhaitiVEVO,218107,2002,175,TRUE,TRUE,61921081
546,Ñejo,https://open.spotify.com/artist/2OHKEe204spO7G7NcbeO2o,¿Cual Es Tu Plan?,¿Cual Es Tu Plan?,single,spotify:track:45jM2fuCq0NHD9p7xn0ptd,0.822,0.601,5,-5.418,0.297,0.415,0,0.0797,0.872,96.123,243700,https://www.youtube.com/watch?v=iMOYZJq6XQo,BAD BUNNY x PJ SIN SUELA x ÑEJO - CUÁL ES TU PLAN? (Video Oficial),15/9/22,Bad Bunny,157935502,1296610,43425,TRUE,TRUE,169309957
547,Ñejo,https://open.spotify.com/artist/2OHKEe204spO7G7NcbeO2o,Y Si La Ves,Y Si La Ves,single,spotify:track:3knSV43PghlJfTAIL2pbI3,0.637,0.674,4,-6.156,0.268,0.49,1.52E-05,0.794,0.739,78.671,198125,https://www.youtube.com/watch?v=GPKQk_Vg1Qc,ÑEJO - Y SI LA VES,8/9/22,We Love Asere,149974207,821776,11164,TRUE,TRUE,66305090
548,Ñejo,https://open.spotify.com/artist/2OHKEe204spO7G7NcbeO2o,Monumento - Remix,Monumento (Remix),single,spotify:track:1bUTLkxM3nMUngIGP0M8ws,0.716,0.778,1,-3.994,0.272,0.39,0.00034,0.0689,0.73,169.864,208623,https://www.youtube.com/watch?v=lE5BNcUYsWc,"Andy Rivera, Ñejo, Ryan Castro - Monumento (Remix)",13/9/22,AndyRiveraVEVO,63387689,258247,4550,TRUE,TRUE,22023959
549,Ñejo,https://open.spotify.com/artist/2OHKEe204spO7G7NcbeO2o,Escápate Conmigo - Remix,Escápate Conmigo (Remix),single,spotify:track:4aEOz6ZpXh3wF4FOdJHOPV,0.826,0.881,8,-7.755,0.0974,0.191,2.70E-05,0.347,0.737,93.997,167419,https://www.youtube.com/watch?v=HWu8JehjfXM,Wolfine Ft Ñejo   Escápate Conmigo (Official Remix).mov,15/9/22,jorge torres,4495434,30526,610,FALSE,FALSE,56439818
