,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Video Release Date,Channel,Views,Likes,Comments,Licensed,official_video,Stream
1,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,spotify:track:64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150,https://www.youtube.com/watch?v=qJa-VFwPpYA,Gorillaz - New Gold ft. Tame Impala & Bootie Brown (Official Visualiser),15/7/15,Gorillaz,8435055,282142,7399,TRUE,TRUE,63063467
2,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,spotify:track:2c3KCGq6UojB2c8UAFrRON,0.716,0.897,4,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,274142,https://www.youtube.com/watch?v=BONNm0F7Tto,"Gorillaz - New Gold ft. Tame Impala, Bootie Brown (Dom Dolla Remix) (Official Live Video)",15/5/22,Dom Dolla,451996,11686,241,FALSE,TRUE,10666154
3,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),single,spotify:track:2W3ZpQg9i6lE6kmHbcdu9N,0.741,0.913,2,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,213750,https://www.youtube.com/watch?v=S03T47hapAc,Gorillaz - Cracker Island ft. Thundercat (Official Video),29/9/21,Gorillaz,24459820,739527,20296,TRUE,TRUE,42671901
4,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Best Friend - Remix,Best Friend (Remix),single,spotify:track:1wI3UvluGGKUeFeVFsP9do,0.545,0.64,10,-3.529,0.308,0.368,0,0.111,0.574,181.733,254493,https://www.youtube.com/watch?v=UQNLDwQYDDg,50 Cent-Best Friend(Remix),2/7/22,Lightning,291023,5729,46,FALSE,FALSE,160037992
5,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Lux Æterna,Lux Æterna,single,spotify:track:3pwmJJRlr8nXNN9PFD18np,0.386,0.996,11,-2.96,0.0754,1.15E-05,0.000836,0.116,0.188,130.573,205680,https://www.youtube.com/watch?v=_u-7rWKnVVo,Metallica: Lux Æterna (Official Music Video),5/2/20,Metallica,14937918,473751,46230,TRUE,TRUE,20061385
6,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Screaming Suicide,Screaming Suicide,single,spotify:track:6ZCh9hBeFzMIPycRnyPqZT,0.425,0.972,4,-3.448,0.045,2.42E-05,0.0202,0.239,0.282,101.125,330453,https://www.youtube.com/watch?v=ZDyDpdFZHBo,Metallica: Screaming Suicide (Official Music Video),5/4/20,Metallica,4317758,217109,17225,TRUE,TRUE,3905429
7,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413,https://www.youtube.com/watch?v=CCHdMIEGaaM,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,29/5/22,convar HUN,32310867,956073,19646,FALSE,FALSE,844698895
8,Linkin Park,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,0.166,0.0603,0,0.582,0.751,107.045,205733,https://www.youtube.com/watch?v=DLlF2FMv968,Numb/Encore [Live] - Linkin Park & Jay Z,21/4/21,Linkin Park,44436981,226771,9260,TRUE,TRUE,778880225
9,Black Eyed Peas,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS,Pump It Louder,Pump It Louder,single,spotify:track:2yEHX6MqAXPyD7bm47A2Br,0.66,0.942,4,-2.273,0.185,0.00789,1.76E-05,0.834,0.543,126.017,158571,https://www.youtube.com/watch?v=H7qR7xvKFEU,Tiësto & Black Eyed Peas - Pump It Louder (Official Video),16/6/17,Tiësto,2099141,61252,1238,TRUE,TRUE,27908495
10,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,spotify:track:6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0.0917,0.0273,0,0.163,0.769,113.796,225789,https://www.youtube.com/watch?v=iqYK79jCssA,P!NK - Never Gonna Not Dance Again (Official Video),22/11/18,PinkVEVO,10941241,216805,7540,TRUE,TRUE,34361626
11,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,Raise Your Glass,single,spotify:track:1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,202960,https://www.youtube.com/watch?v=XjVNlG5cZyQ,P!nk - Raise Your Glass (Official Video),18/2/18,PinkVEVO,237232986,1026177,47667,TRUE,TRUE,502735560
12,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,TRUSTFALL,TRUSTFALL,single,spotify:track:4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,https://www.youtube.com/watch?v=D2KE2a5qo0g,P!NK - TRUSTFALL (Official Video),19/8/15,PinkVEVO,3309247,146755,5707,TRUE,TRUE,2790105
13,Pharrell Williams,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,Down In Atlanta,Down In Atlanta,single,spotify:track:5unjCay0kUjuej5ebn4nS4,0.851,0.819,7,-5.173,0.212,0.337,0.000153,0.0658,0.903,83.154,164041,https://www.youtube.com/watch?v=t_Jhj-gBYCs,"Pharrell Williams, Travis Scott - Down In Atlanta (Official Lyric Video)",8/2/20,PharrellWilliamsVEVO,3658044,88925,2271,TRUE,TRUE,42006396
14,Pharrell Williams,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,Cash In Cash Out,Cash In Cash Out,single,spotify:track:3S68RFe1lsdCdTMPIMJM3X,0.877,0.56,7,-3.751,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,216136,https://www.youtube.com/watch?v=cKEwnhc8ItY,"Pharrell Williams - Cash In Cash Out (Official Video) ft. 21 Savage, Tyler, The Creator",27/8/17,PharrellWilliamsVEVO,20392451,560857,16545,TRUE,TRUE,104603335
15,Pharrell Williams,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,Hit Different,Hit Different,single,spotify:track:7Bar1kLTmsRmH6FCKKMEyU,0.679,0.516,0,-6.371,0.0452,0.199,0,0.0965,0.716,120.074,202008,https://www.youtube.com/watch?v=qJlMkMtK7-8,SZA - Hit Different (Official Video) ft. Ty Dolla $ign,7/7/17,SZAVEVO,121559320,1081676,36266,TRUE,TRUE,198332490
16,Pharrell Williams,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8,Just A Cloud Away,Just A Cloud Away,single,spotify:track:0DGTcMqvVR7fmBXgiG6jz4,0.89,0.46,2,-8.155,0.0359,0.432,0,0.11,0.677,112.555,176078,https://www.youtube.com/watch?v=reYRmpiVSyA,Just A Cloud Away,20/5/20,Pharrell Williams - Topic,2672481,63065,75,TRUE,TRUE,105629259
17,Khalid,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,lovely (with Khalid),lovely (with Khalid),single,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,200186,https://www.youtube.com/watch?v=V1Pl8CzNzCw,"Billie Eilish, Khalid - lovely",25/11/19,BillieEilishVEVO,1721382178,24425840,561909,TRUE,TRUE,2110573779
18,Khalid,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,Numb,Numb,single,spotify:track:10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,https://www.youtube.com/watch?v=mRXKnG2eugU,"Marshmello, Khalid - Numb (Official Video)",5/9/21,MarshmelloVEVO,25212794,418647,7041,TRUE,TRUE,203066841
19,Khalid,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,Silence,Silence,single,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,https://www.youtube.com/watch?v=Tx1sqYc3qas,Marshmello - Silence Ft. Khalid (Official Music Video),22/5/21,Marshmello,129183587,1480652,37678,FALSE,TRUE,1322057199
20,Khalid,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,Love Lies (with Normani),Love Lies (with Normani),single,spotify:track:45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,0.0449,0.0956,0,0.134,0.338,143.955,201707,https://www.youtube.com/watch?v=xYtsL9znopI,Khalid & Normani - Love Lies (Official Video),4/8/16,KhalidVEVO,243497172,1758555,28321,TRUE,TRUE,843423744
21,Shakira,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",single,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,0.778,0.632,2,-5.6,0.0493,0.274,0,0.0915,0.498,122.104,218289,https://www.youtube.com/watch?v=CocEMWdc7Ck,SHAKIRA || BZRP Music Sessions #53,14/4/19,Bizarrap,252068988,9415668,525670,TRUE,TRUE,196761853
22,Shakira,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,Monotonía,Monotonía,single,spotify:track:6G12ZafqofSq7YtrMqUm76,0.873,0.695,0,-4.207,0.0459,0.419,1.23E-06,0.211,0.823,131.963,158805,https://www.youtube.com/watch?v=j5y6xLpRwx4,"Shakira, Ozuna - Monotonía (Official Video)",13/7/15,shakiraVEVO,189132077,3670104,161071,TRUE,TRUE,220692224
23,Shakira,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,Te Felicito,Te Felicito,single,spotify:track:2rurDawMfoKP4uHyb2kJBt,0.695,0.636,5,-4.654,0.317,0.234,0,0.081,0.575,174.14,172235,https://www.youtube.com/watch?v=4I25nV9hXGA,"Shakira, Rauw Alejandro - Te Felicito (Official Video)",6/12/21,shakiraVEVO,460717876,3361051,155635,TRUE,TRUE,473003231
24,Shakira,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Listen Up! The Official 2010 FIFA World Cup Album,compilation,spotify:track:6bNB5gxFX6Q87DbQWb8OWZ,0.758,0.871,2,-6.408,0.147,0.0062,0,0.0663,0.753,126.994,202627,https://www.youtube.com/watch?v=pRpeEdMmmQ0,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),8/1/19,shakiraVEVO,3463816330,20327883,1283529,TRUE,TRUE,629918488
25,Machine Gun Kelly,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",single,spotify:track:0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0.213,0.00413,0,0.0537,0.216,82.034,202805,https://www.youtube.com/watch?v=IumYMCllMsM,"Machine Gun Kelly, X Ambassadors & Bebe Rexha - Home (from Bright: The Album) [Official Video]",25/4/22,Atlantic Records,206242355,1923118,31427,TRUE,TRUE,382579404
26,Nicky Jam,https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Nicky Jam: Bzrp Music Sessions, Vol. 41",single,spotify:track:03LfOYi0icz4souspZVVhq,0.627,0.849,1,-3.167,0.153,0.0913,0,0.145,0.818,89.907,158087,https://www.youtube.com/watch?v=8Q2_uF26DkQ,Nicky Jam - BZRP (Music Sessions #41),14/11/19,TV Rajuela Producciones,592005,6740,96,FALSE,FALSE,185931694
27,Nicky Jam,https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT,Si Te Preguntan...,Si Te Preguntan...,single,spotify:track:20yLo8tCAM1LXixAdBf3f2,0.76,0.803,8,-2.867,0.0306,0.531,0,0.0555,0.922,136.945,223074,https://www.youtube.com/watch?v=nAwWqC9GYgM,"Prince Royce, Nicky Jam, Jay Wheeler - Si Te Preguntan... (Official Video)",9/3/19,PrinceRoyceVEVO,61711565,435031,5375,TRUE,TRUE,37382738
28,Nicky Jam,https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT,Color Esperanza 2020,Color Esperanza 2020,single,spotify:track:3eSJmGWqoBRx5wbFCtvPtz,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video),23/3/20,Latin Waves,24706293,557112,17598,FALSE,FALSE,89466323
29,Sean Paul,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Only Hits,compilation,spotify:track:6k8uthjEbttfWXcGaNTQGD,0.711,0.761,8,-3.04,0.225,0.067,0,0.041,0.718,95.824,243880,https://www.youtube.com/watch?v=bMoNV9oWs2E,Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video),24/10/21,Atlantic Records,306887054,1317175,17399,TRUE,TRUE,51339097
30,Sean Paul,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,UP,UP,single,spotify:track:2ykXJ9QVwx9Li8nsW0h6b2,0.812,0.712,0,-5.993,0.0452,0.01,0,0.108,0.85,98.029,148944,https://www.youtube.com/watch?v=8Fl6d_fSRNs,INNA x Sean Paul - Up (Official Video),10/3/19,INNA,81787112,668740,12932,TRUE,TRUE,47517159
31,Sean Paul,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,Contra La Pared,Contra La Pared,single,spotify:track:37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,2,-7.14,0.118,0.0156,0,0.124,0.598,94.052,224681,https://www.youtube.com/watch?v=-gCe4WrmOIk,"Sean Paul, J Balvin - Contra La Pared",21/9/22,SeanPaulVEVO,256405663,1928933,20224,TRUE,TRUE,336056798
32,2Pac,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,Hit 'Em Up - Single Version,Greatest Hits,compilation,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7,-3.967,0.236,0.0394,0,0.0778,0.586,95.19,312627,https://www.youtube.com/watch?v=41qC3w3UUkU,2Pac - Hit 'Em Up (Dirty) (Music Video) HD,22/9/22,Seven Hip-Hop,585712131,4363164,208460,FALSE,FALSE,375955728
33,2Pac,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,California Love - Original Version,Greatest Hits,compilation,spotify:track:3ia3dJETSOllPsv3LJkE35,0.763,0.85,7,-3.052,0.0417,0.0304,1.21E-06,0.371,0.761,91.519,284907,https://www.youtube.com/watch?v=omfz62qu_Bc,2Pac ft. Dr. Dre - California Love (Official Video) [Full Length Version],7/2/12,UPROXX Video,84654029,484619,12875,FALSE,FALSE,497213287
34,2Pac,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,Changes,Greatest Hits,compilation,spotify:track:1ofhfV90EnYhEr7Un2fWiv,0.865,0.665,7,-6.289,0.073,0.0453,0,0.224,0.331,111.113,268827,https://www.youtube.com/watch?v=0_5XeetZf68,2pac - Changes Original Music Video,9/8/22,The Best,306542,4350,305,FALSE,FALSE,411056377
35,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),single,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,0.762,0.861,0,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,172714,https://www.youtube.com/watch?v=BGNkkVrJZks,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",12/8/21,bennyblancoVEVO,48725891,2843117,200546,TRUE,TRUE,172373567
36,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",single,spotify:track:3i1B1PnsfnOQPGVIzhf1lr,0.723,0.732,11,-5.514,0.0864,0.11,0,0.484,0.503,104.991,199747,https://www.youtube.com/watch?v=L4jUUYsVZO4,"Meek Mill, YG & Snoop Dogg - That's My N**** (from Bright: The Album) [Official Audio]",17/1/16,Meek Mill,14272788,175218,3211,FALSE,TRUE,248359900
37,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,Sweat - Remix,Sweat (Snoop Dogg Vs. David Guetta) [Remix],single,spotify:track:0R7YVi7w41Dr9jU5vblAok,0.813,0.732,7,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987,https://www.youtube.com/watch?v=KnEXrbAQyIo,Snoop Dogg - 'Sweat' Snoop Dogg vs David Guetta (Remix) [Official Video],30/8/20,SnoopDoggVEVO,237582702,1010443,39623,TRUE,TRUE,222949118
38,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,I Wanna Fuck You,Sexy Songs 2020,compilation,spotify:track:2yGk5A4oipC4jvDLIVlQIJ,0.861,0.48,7,-8.433,0.0512,0.0459,0,0.351,0.278,99.972,178840,https://www.youtube.com/watch?v=jcKeii2MXGY,Akon ft Snoop Dogg - I Wanna Fuck You  Official Music Video (HD),8/3/19,gurra12,31364,373,6,FALSE,FALSE,82111629
39,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,Qué Maldición,Qué Maldición,single,spotify:track:2RxC2peY3FtrurYmbbmanr,0.755,0.531,9,-8.051,0.196,0.213,0,0.13,0.683,177.951,203360,https://www.youtube.com/watch?v=d-Gi-qJ1CAQ,BANDA MS FEAT. SNOOP DOGG - QUÉ MALDICIÓN (Video Animado),26/1/20,Lizos Music,84170696,1245805,51496,TRUE,TRUE,124225906
40,Snoop Dogg,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG,Riders On The Storm - Fredwreck Remix,Riders On The Storm (Fredwreck Remix),single,spotify:track:0RcYEWXtbu4ehdv1tiBOi0,0.878,0.786,11,-5.273,0.152,0.416,3.10E-05,0.122,0.831,101.984,382240,https://www.youtube.com/watch?v=y_z-adsJjmE,Riders On The Storm - Snoop Dogg ft. The Doors,19/8/22,WeipwnsallXD,30994885,369883,12192,FALSE,FALSE,
41,Lil Wayne,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,https://www.youtube.com/watch?v=-59jGD4WrmE,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain",4/6/19,Atlantic Records,788318126,6142541,142101,TRUE,TRUE,1004661276
42,Lil Wayne,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,Scared of the Dark (feat. XXXTENTACION),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),compilation,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,0.443,0.623,0,-6.717,0.0718,0.0468,0,0.247,0.156,79.365,233000,https://www.youtube.com/watch?v=HJBbd3fXnxg,"Lil Wayne, XXXTENTACION & Ty Dolla $ign - Scared of the Dark [Traduzione Italiana]",28/3/21,DistrictMusic,7163,256,8,FALSE,FALSE,205327632
43,Sia,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,Unstoppable - R3HAB Remix,Unstoppable (R3HAB Remix),single,spotify:track:0F3v8p8ZnEGtZDxNcJ5Klq,0.678,0.744,6,-4.058,0.234,0.495,2.35E-05,0.0631,0.433,101.987,162353,https://www.youtube.com/watch?v=3gzmJzjs8IE,"Sia, R3HAB - Unstoppable (R3HAB Remix (Visualizer))",10/11/18,SiaVEVO,1298279,32710,1226,TRUE,TRUE,34819346
44,Fleetwood Mac,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,Gypsy,Greatest Hits,compilation,spotify:track:19Ym5Sg0YyOCa6ao21bdoG,0.622,0.54,5,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,https://www.youtube.com/watch?v=mwgg1Pu6cNg,Fleetwood Mac - Gypsy (Official Music Video),24/5/19,Fleetwood Mac,81512369,436530,17764,TRUE,TRUE,213673856
45,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,10:35,10:35,single,spotify:track:6BePGk3eCan4FqaW2X8Qy3,0.696,0.793,8,-5.733,0.097,0.0683,3.78E-06,0.18,0.698,120.003,172253,https://www.youtube.com/watch?v=EXIWlRrkjKE,Tiësto - 10:35 (feat. Tate McRae) (Official Music Video),3/5/17,Tiësto,12850997,137385,2405,TRUE,TRUE,107996524
46,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,The Motto,The Motto,single,spotify:track:18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,https://www.youtube.com/watch?v=1_4ELAxKrDc,Tiësto & Ava Max - The Motto (Official Music Video),16/3/22,Tiësto,124255684,980422,16264,TRUE,TRUE,547871739
47,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Don't Be Shy,Don't Be Shy,single,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0.0583,0.198,0,0.262,0.513,119.986,140500,https://www.youtube.com/watch?v=taSubkjZUA4,Tiësto & Karol G - Don't Be Shy (Official Music Video),3/11/18,Tiësto,329901294,2401650,39197,TRUE,TRUE,481307838
48,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Lay Low,Lay Low,single,spotify:track:0zKbDrEXKpnExhGQRe9dxt,0.534,0.855,1,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,https://www.youtube.com/watch?v=8PgDeK4x_Xw,Tiësto - Lay Low (Official Visualizer),17/5/20,Tiësto,2192535,28849,602,TRUE,TRUE,18374300
49,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,The Business,The Business,single,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,https://www.youtube.com/watch?v=nCg3ufihKyU,Tiësto - The Business (Official Music Video),26/11/17,Tiësto,236818708,1836947,26791,TRUE,TRUE,980693352
50,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Hot In It,Hot In It,single,spotify:track:3Z7CaxQkqbIs1rewKi6v4W,0.748,0.841,7,-5.08,0.177,0.00445,1.33E-06,0.0413,0.717,123.045,129817,https://www.youtube.com/watch?v=r0bhF7SJLYQ,Tiësto & Charli XCX - Hot In It [Official Music Video],24/11/12,Tiësto,5891427,96134,2236,TRUE,TRUE,117679131
51,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Pump It Louder,Pump It Louder,single,spotify:track:2yEHX6MqAXPyD7bm47A2Br,0.66,0.942,4,-2.273,0.185,0.00789,1.76E-05,0.834,0.543,126.017,158571,https://www.youtube.com/watch?v=H7qR7xvKFEU,Tiësto & Black Eyed Peas - Pump It Louder (Official Video),26/4/19,Tiësto,2099152,61252,1238,TRUE,TRUE,27908495
52,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Another Love - Tiësto Remix,Another Love (Tiësto Remix),single,spotify:track:4Et6tUEO7biKxZEfJXpNj1,0.79,0.764,4,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366,https://www.youtube.com/watch?v=R1UJXb5FzNQ,Tom Odell- Another Love (Tiësto Remix),6/5/16,Tiësto,2182357,31412,416,FALSE,TRUE,38610617
53,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,Baila Conmigo,Baila Conmigo,single,spotify:track:3KruoUtSkm84Az0bJunnxl,0.652,0.855,7,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250,https://www.youtube.com/watch?v=SD4lP13cPfE,Tiësto - Baila Conmigo (Official Lyric Video),21/5/21,Tiësto,2087256,32315,693,TRUE,TRUE,32419330
54,Elton John,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,Merry Christmas,Merry Christmas,single,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,0.594,0.935,0,-2.018,0.0357,0.243,2.36E-06,0.102,0.602,113.99,208547,https://www.youtube.com/watch?v=Q_yuO8UNGmY,Ed Sheeran & Elton John - Merry Christmas [Official Video],24/4/19,Ed Sheeran,57457813,809894,26363,TRUE,TRUE,133344222
55,JAY-Z,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.687,0.793,2,-4.254,0.166,0.0603,0,0.582,0.751,107.045,205733,https://www.youtube.com/watch?v=pln7NWRA1dE,Numb/Encore - Linkin Park ft. Jay Z (Unofficial Music Video),16/9/21,Neil Collins,47752493,219401,4024,FALSE,FALSE,778880225
56,Beyoncé,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,Perfect Duet (Ed Sheeran & Beyoncé),Perfect Duet (Ed Sheeran & Beyoncé),single,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,0.587,0.299,8,-7.365,0.0263,0.779,0,0.123,0.356,94.992,259550,https://www.youtube.com/watch?v=817P8W8-mGE,Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio],28/2/22,Ed Sheeran,231580933,1998224,70570,TRUE,TRUE,739180747
57,Daddy Yankee,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,ULALA (OOH LA LA),ULALA (OOH LA LA),single,spotify:track:4EQOGfssbSpTlV6EZRtrSv,0.872,0.681,0,-4.348,0.11,0.0462,1.38E-05,0.129,0.481,96.986,188009,https://www.youtube.com/watch?v=9k3wMoQn-DQ,"Myke Towers , Daddy Yankee - ULALA (OOH LA-LA)",21/10/18,Myke Towers,9058435,227824,3837,FALSE,TRUE,42618413
